
2022-10-22 10:38,0,+10.3,+9.6,+6.6,+10.2,+11.5,+12.3,+10.7,+10.5,+10.0
2022-10-22 11:38,0,+10.5,+10.0,+6.8,+7.5,+7.8,+7.8,+8.0,+8.0,+7.7
2022-10-22 12:38,0,+10.7,+10.3,+7.2,+7.6,+7.7,+7.8,+8.0,+8.0,+7.7
2022-10-22 13:38,0,+10.7,+10.6,+7.5,+7.6,+7.8,+7.8,+8.0,+8.0,+7.8
2022-10-22 14:38,0,+10.7,+10.9,+7.7,+7.8,+7.8,+7.8,+8.0,+8.0,+7.7
2022-10-22 15:38,0,+10.8,+11.0,+7.9,+8.0,+7.8,+7.8,+8.0,+8.0,+7.7
2022-10-22 16:38,0,+10.8,+11.2,+8.1,+8.2,+8.0,+7.8,+8.0,+8.0,+7.8
2022-10-22 17:38,0,+10.8,+11.4,+8.3,+8.2,+8.1,+7.8,+8.0,+8.0,+7.8
2022-10-22 18:38,0,+10.8,+11.5,+8.3,+8.2,+8.2,+8.0,+8.1,+8.0,+7.8
2022-10-22 19:38,0,+10.9,+11.6,+8.4,+8.2,+8.2,+8.0,+8.1,+8.0,+7.8
2022-10-22 20:38,0,+10.9,+11.7,+8.6,+8.2,+8.2,+8.0,+8.1,+8.0,+7.8
2022-10-22 21:38,0,+10.9,+11.8,+8.7,+8.1,+8.2,+8.1,+8.1,+8.0,+7.8
2022-10-22 22:38,0,+11.0,+11.9,+8.8,+8.1,+8.3,+8.1,+8.1,+8.0,+7.8
2022-10-22 23:38,0,+11.0,+11.9,+8.9,+8.1,+8.3,+8.1,+8.2,+8.1,+7.8
2022-10-23 00:38,0,+11.0,+12.0,+9.0,+8.0,+8.3,+8.1,+8.2,+8.1,+7.8
2022-10-23 01:38,0,+11.1,+12.1,+9.1,+8.0,+8.3,+8.1,+8.2,+8.1,+7.8
2022-10-23 02:38,0,+11.1,+12.1,+9.2,+7.8,+8.2,+8.1,+8.2,+8.1,+7.8
2022-10-23 03:38,0,+11.1,+12.2,+9.3,+7.8,+8.2,+8.2,+8.2,+8.1,+8.0
2022-10-23 04:38,0,+11.1,+12.2,+9.4,+7.8,+8.2,+8.2,+8.2,+8.1,+8.0
2022-10-23 05:38,0,+11.2,+12.3,+9.4,+7.8,+8.2,+8.2,+8.2,+8.1,+8.0
2022-10-23 06:38,0,+11.2,+12.3,+9.5,+7.7,+8.2,+8.2,+8.2,+8.1,+8.0
2022-10-23 07:38,0,+11.2,+12.3,+9.6,+7.7,+8.2,+8.2,+8.2,+8.1,+8.0
2022-10-23 08:38,0,+11.2,+12.4,+9.6,+7.7,+8.1,+8.2,+8.2,+8.1,+8.0
2022-10-23 09:38,0,+11.3,+12.5,+9.7,+7.7,+8.2,+8.2,+8.3,+8.1,+8.0
2022-10-23 10:38,0,+11.2,+12.5,+9.8,+7.8,+8.1,+8.2,+8.3,+8.2,+8.0
2022-10-23 11:38,0,+11.2,+12.5,+9.8,+8.1,+8.2,+8.1,+8.3,+8.2,+8.0
2022-10-23 12:38,0,+11.2,+12.5,+9.9,+8.3,+8.2,+8.2,+8.3,+8.2,+8.0
